2023-03-10 22:46:40,220 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader.py}
2023-03-10 22:54:16,708 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=353.488401 client_order_id=364 message='%d is not a valid volume'
2023-03-10 22:54:16,967 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=353.745720 client_order_id=366 message='%d is not a valid volume'
2023-03-10 22:54:17,239 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=354.020136 client_order_id=368 message='%d is not a valid volume'
2023-03-10 22:54:17,476 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=354.256344 client_order_id=370 message='%d is not a valid volume'
2023-03-10 22:54:17,679 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=354.459443 client_order_id=372 message='%d is not a valid volume'
2023-03-10 22:54:21,706 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=358.484743 client_order_id=374 message='%d is not a valid volume'
2023-03-10 22:54:21,926 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=358.706459 client_order_id=376 message='%d is not a valid volume'
2023-03-10 22:54:22,241 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=359.020879 client_order_id=378 message='%d is not a valid volume'
2023-03-10 22:54:23,021 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=359.798494 client_order_id=380 message='%d is not a valid volume'
2023-03-10 22:54:27,951 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=364.731158 client_order_id=382 message='%d is not a valid volume'
2023-03-10 22:54:32,006 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=368.787327 client_order_id=384 message='%d is not a valid volume'
2023-03-10 22:54:42,025 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=378.805807 client_order_id=386 message='%d is not a valid volume'
2023-03-10 22:54:45,201 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=381.978494 client_order_id=388 message='%d is not a valid volume'
2023-03-10 22:54:45,460 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=382.240770 client_order_id=390 message='%d is not a valid volume'
2023-03-10 22:54:56,218 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=392.999159 client_order_id=392 message='%d is not a valid volume'
2023-03-10 22:55:00,491 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=397.270962 client_order_id=394 message='%d is not a valid volume'
2023-03-10 22:55:00,714 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=397.495190 client_order_id=396 message='%d is not a valid volume'
2023-03-10 22:55:00,958 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=397.738991 client_order_id=398 message='%d is not a valid volume'
2023-03-10 22:55:01,228 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=398.008703 client_order_id=400 message='%d is not a valid volume'
2023-03-10 22:55:01,510 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=398.288671 client_order_id=402 message='%d is not a valid volume'
2023-03-10 22:55:05,507 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=402.287218 client_order_id=404 message='%d is not a valid volume'
2023-03-10 22:55:05,716 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=402.496161 client_order_id=406 message='%d is not a valid volume'
2023-03-10 22:55:05,976 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=402.756455 client_order_id=408 message='%d is not a valid volume'
2023-03-10 22:55:06,491 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=403.271659 client_order_id=410 message='%d is not a valid volume'
2023-03-10 22:55:09,753 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=406.531632 client_order_id=412 message='%d is not a valid volume'
2023-03-10 22:55:10,020 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=406.800330 client_order_id=414 message='%d is not a valid volume'
2023-03-10 22:55:10,196 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=406.974163 client_order_id=416 message='%d is not a valid volume'
2023-03-10 22:55:10,490 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=407.269828 client_order_id=418 message='%d is not a valid volume'
2023-03-10 22:55:10,694 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=407.475264 client_order_id=420 message='%d is not a valid volume'
2023-03-10 22:55:11,008 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=407.788476 client_order_id=422 message='%d is not a valid volume'
2023-03-10 22:55:11,223 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=408.004119 client_order_id=424 message='%d is not a valid volume'
2023-03-10 22:55:11,476 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=408.256176 client_order_id=426 message='%d is not a valid volume'
2023-03-10 22:55:11,699 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=408.479900 client_order_id=428 message='%d is not a valid volume'
2023-03-10 22:55:11,961 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=408.739042 client_order_id=430 message='%d is not a valid volume'
2023-03-10 22:55:12,771 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=409.551805 client_order_id=432 message='%d is not a valid volume'
2023-03-10 22:55:13,020 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=409.800931 client_order_id=434 message='%d is not a valid volume'
2023-03-10 22:55:13,682 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=410.461834 client_order_id=436 message='%d is not a valid volume'
2023-03-10 22:55:13,958 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=410.739000 client_order_id=438 message='%d is not a valid volume'
2023-03-10 22:55:14,243 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=411.023531 client_order_id=440 message='%d is not a valid volume'
2023-03-10 22:55:14,522 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=411.302893 client_order_id=442 message='%d is not a valid volume'
2023-03-10 22:55:14,689 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=411.469343 client_order_id=444 message='%d is not a valid volume'
2023-03-10 22:55:28,177 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=424.957323 client_order_id=446 message='%d is not a valid volume'
2023-03-10 22:55:28,492 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=425.273304 client_order_id=448 message='%d is not a valid volume'
2023-03-10 22:55:35,708 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=432.486165 client_order_id=450 message='%d is not a valid volume'
2023-03-10 22:55:35,977 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=432.758236 client_order_id=452 message='%d is not a valid volume'
2023-03-10 22:55:36,970 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=433.750613 client_order_id=454 message='%d is not a valid volume'
2023-03-10 22:55:37,228 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=434.007105 client_order_id=456 message='%d is not a valid volume'
2023-03-10 22:55:37,499 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=434.279537 client_order_id=458 message='%d is not a valid volume'
2023-03-10 22:55:49,500 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=446.280068 client_order_id=460 message='%d is not a valid volume'
2023-03-10 22:55:49,760 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=446.540063 client_order_id=462 message='%d is not a valid volume'
2023-03-10 22:55:49,955 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=446.735289 client_order_id=464 message='%d is not a valid volume'
2023-03-10 22:55:50,695 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=447.475337 client_order_id=466 message='%d is not a valid volume'
2023-03-10 22:55:50,976 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=447.755585 client_order_id=468 message='%d is not a valid volume'
2023-03-10 22:55:51,210 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=447.990634 client_order_id=470 message='%d is not a valid volume'
2023-03-10 22:55:51,474 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=448.254397 client_order_id=472 message='%d is not a valid volume'
2023-03-10 22:55:51,974 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=448.754943 client_order_id=474 message='%d is not a valid volume'
2023-03-10 22:55:53,985 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=450.766323 client_order_id=476 message='%d is not a valid volume'
2023-03-10 22:55:54,190 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=450.971196 client_order_id=478 message='%d is not a valid volume'
2023-03-10 22:55:54,465 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=451.245476 client_order_id=480 message='%d is not a valid volume'
2023-03-10 22:55:54,710 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=451.490862 client_order_id=482 message='%d is not a valid volume'
2023-03-10 22:56:20,022 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=476.802810 client_order_id=484 message='%d is not a valid volume'
2023-03-10 22:56:20,243 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=477.023368 client_order_id=486 message='%d is not a valid volume'
2023-03-10 22:56:20,483 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=477.263761 client_order_id=488 message='%d is not a valid volume'
2023-03-10 22:56:20,756 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=477.536804 client_order_id=490 message='%d is not a valid volume'
2023-03-10 22:56:20,995 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=477.776354 client_order_id=492 message='%d is not a valid volume'
2023-03-10 22:56:21,209 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=477.990113 client_order_id=494 message='%d is not a valid volume'
2023-03-10 22:56:21,455 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=478.235366 client_order_id=496 message='%d is not a valid volume'
2023-03-10 22:56:22,929 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=479.709564 client_order_id=498 message='%d is not a valid volume'
2023-03-10 22:56:23,955 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=480.735742 client_order_id=500 message='%d is not a valid volume'
2023-03-10 22:56:24,201 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=480.981100 client_order_id=502 message='%d is not a valid volume'
2023-03-10 22:56:24,508 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=481.285008 client_order_id=504 message='%d is not a valid volume'
2023-03-10 22:56:28,473 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=485.253829 client_order_id=506 message='%d is not a valid volume'
2023-03-10 22:56:28,758 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=485.538169 client_order_id=508 message='%d is not a valid volume'
2023-03-10 22:56:29,227 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=486.007267 client_order_id=510 message='%d is not a valid volume'
2023-03-10 22:56:29,450 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=486.229303 client_order_id=512 message='%d is not a valid volume'
2023-03-10 22:56:29,677 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=486.458281 client_order_id=514 message='%d is not a valid volume'
2023-03-10 22:56:30,467 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=487.247444 client_order_id=516 message='%d is not a valid volume'
2023-03-10 22:56:32,236 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=489.016667 client_order_id=518 message='%d is not a valid volume'
2023-03-10 22:56:32,514 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=489.294841 client_order_id=520 message='%d is not a valid volume'
2023-03-10 22:56:32,693 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=489.474189 client_order_id=522 message='%d is not a valid volume'
2023-03-10 22:56:33,006 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=489.784395 client_order_id=524 message='%d is not a valid volume'
2023-03-10 22:56:49,459 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=506.239150 client_order_id=526 message='%d is not a valid volume'
2023-03-10 22:56:51,231 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=508.011520 client_order_id=528 message='%d is not a valid volume'
2023-03-10 22:57:01,197 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=517.976410 client_order_id=530 message='%d is not a valid volume'
2023-03-10 22:57:01,500 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=518.276851 client_order_id=532 message='%d is not a valid volume'
2023-03-10 22:57:01,726 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=518.506453 client_order_id=534 message='%d is not a valid volume'
2023-03-10 22:57:04,745 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=521.525041 client_order_id=536 message='%d is not a valid volume'
2023-03-10 22:57:04,974 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=521.753486 client_order_id=538 message='%d is not a valid volume'
2023-03-10 22:57:05,179 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=521.959957 client_order_id=540 message='%d is not a valid volume'
2023-03-10 22:57:06,721 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=523.502265 client_order_id=542 message='%d is not a valid volume'
2023-03-10 22:57:07,004 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=523.783884 client_order_id=544 message='%d is not a valid volume'
2023-03-10 22:57:07,275 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=524.055547 client_order_id=546 message='%d is not a valid volume'
2023-03-10 22:57:07,474 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=524.254425 client_order_id=548 message='%d is not a valid volume'
2023-03-10 22:57:07,706 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=524.486166 client_order_id=550 message='%d is not a valid volume'
2023-03-10 22:57:07,970 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=524.749845 client_order_id=552 message='%d is not a valid volume'
2023-03-10 22:57:08,195 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=524.975540 client_order_id=554 message='%d is not a valid volume'
2023-03-10 22:57:09,055 [INFO   ] [APP] SIGTERM signal received - shutting down...
2023-03-10 22:57:09,057 [INFO   ] [APP] closing event loop
2023-03-10 22:57:30,245 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader.py}
2023-03-10 22:57:30,245 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/market_data1.csv","MarketEventInterval":0.05,"MarketOpenDelay":5.0,"MatchEventsFile":"match_events.csv","ScoreBoardFile":"score_board.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"Host":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Hud":{"Host":"127.0.0.1","Port":12347},"Information":{"Type":"mmap","Name":"info.dat"},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":50,"PositionLimit":100},"Traders":{"TraderOne":"secret","TraderTwo":"secret"}}
2023-03-10 22:57:30,246 [INFO   ] [CONTROLLER] starting the match
2023-03-10 22:57:30,246 [INFO   ] [EXECUTION] starting execution server: host=127.0.0.1 port=12345
2023-03-10 22:57:30,246 [INFO   ] [INFORMATION] starting information publisher: type=mmap name=info.dat
2023-03-10 22:57:30,254 [INFO   ] [HEADS_UP] starting heads-up display server: host=127.0.0.1 port=12347
2023-03-10 22:57:30,254 [INFO   ] [INFORMATION] information channel established
2023-03-10 22:57:30,941 [INFO   ] [CONNECTION] fd=26 connection established: peer=127.0.0.1:57625
2023-03-10 22:57:30,941 [INFO   ] [EXECUTION] fd=26 'TraderOne' is ready!
2023-03-10 22:57:32,777 [INFO   ] [CONNECTION] fd=27 connection established: peer=127.0.0.1:57627
2023-03-10 22:57:35,261 [INFO   ] [CONTROLLER] market open
2023-03-10 22:57:35,268 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=0.006567 client_order_id=1 message='0 is not a valid price'
2023-03-10 22:57:55,759 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=20.497913 client_order_id=24 message='%d is not a valid volume'
2023-03-10 22:57:57,517 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=22.254663 client_order_id=26 message='%d is not a valid volume'
2023-03-10 22:57:57,751 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=22.488899 client_order_id=28 message='%d is not a valid volume'
2023-03-10 22:57:58,050 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=22.789146 client_order_id=30 message='%d is not a valid volume'
2023-03-10 22:57:59,984 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=24.720054 client_order_id=32 message='%d is not a valid volume'
2023-03-10 22:58:00,220 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=24.958899 client_order_id=34 message='%d is not a valid volume'
2023-03-10 22:58:00,548 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=25.287281 client_order_id=36 message='%d is not a valid volume'
2023-03-10 22:58:06,047 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=30.785439 client_order_id=38 message='%d is not a valid volume'
2023-03-10 22:58:06,307 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=31.045332 client_order_id=40 message='%d is not a valid volume'
2023-03-10 22:58:06,512 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=31.250744 client_order_id=42 message='%d is not a valid volume'
2023-03-10 22:58:32,033 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=56.771532 client_order_id=44 message='%d is not a valid volume'
2023-03-10 22:58:32,222 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=56.960841 client_order_id=46 message='%d is not a valid volume'
2023-03-10 22:58:32,487 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=57.225349 client_order_id=48 message='%d is not a valid volume'
2023-03-10 22:58:32,793 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=57.531858 client_order_id=50 message='%d is not a valid volume'
2023-03-10 22:58:32,975 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=57.713548 client_order_id=52 message='%d is not a valid volume'
2023-03-10 22:58:33,250 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=57.988937 client_order_id=54 message='%d is not a valid volume'
2023-03-10 22:58:33,526 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=58.265090 client_order_id=56 message='%d is not a valid volume'
2023-03-10 22:58:33,729 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=58.467377 client_order_id=58 message='%d is not a valid volume'
2023-03-10 22:58:34,046 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=58.785329 client_order_id=60 message='%d is not a valid volume'
2023-03-10 22:58:34,312 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=59.050826 client_order_id=62 message='%d is not a valid volume'
2023-03-10 22:58:34,510 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=59.249412 client_order_id=64 message='%d is not a valid volume'
2023-03-10 22:58:34,765 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=59.503772 client_order_id=66 message='%d is not a valid volume'
2023-03-10 22:58:35,054 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=59.792725 client_order_id=68 message='%d is not a valid volume'
2023-03-10 22:58:35,258 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=59.994671 client_order_id=70 message='%d is not a valid volume'
2023-03-10 22:58:35,496 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=60.233862 client_order_id=72 message='%d is not a valid volume'
2023-03-10 22:58:35,749 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=60.487541 client_order_id=74 message='%d is not a valid volume'
2023-03-10 22:58:36,029 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=60.767614 client_order_id=76 message='%d is not a valid volume'
2023-03-10 22:58:36,267 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.006270 client_order_id=78 message='%d is not a valid volume'
2023-03-10 22:58:36,544 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.283439 client_order_id=80 message='%d is not a valid volume'
2023-03-10 22:58:36,810 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.549004 client_order_id=82 message='%d is not a valid volume'
2023-03-10 22:58:37,005 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.743041 client_order_id=84 message='%d is not a valid volume'
2023-03-10 22:58:37,261 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.999465 client_order_id=86 message='%d is not a valid volume'
2023-03-10 22:58:37,521 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=62.259418 client_order_id=88 message='%d is not a valid volume'
2023-03-10 22:58:37,758 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=62.496822 client_order_id=90 message='%d is not a valid volume'
2023-03-10 22:58:38,307 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=63.045534 client_order_id=92 message='%d is not a valid volume'
2023-03-10 22:58:38,522 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=63.261181 client_order_id=94 message='%d is not a valid volume'
2023-03-10 22:58:39,274 [INFO   ] [APP] SIGTERM signal received - shutting down...
2023-03-10 22:58:39,275 [INFO   ] [APP] closing event loop
2023-03-10 22:59:15,963 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader.py}
2023-03-10 22:59:15,964 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/market_data1.csv","MarketEventInterval":0.05,"MarketOpenDelay":5.0,"MatchEventsFile":"match_events.csv","ScoreBoardFile":"score_board.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"Host":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Hud":{"Host":"127.0.0.1","Port":12347},"Information":{"Type":"mmap","Name":"info.dat"},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":50,"PositionLimit":100},"Traders":{"TraderOne":"secret","TraderTwo":"secret"}}
2023-03-10 22:59:15,965 [INFO   ] [CONTROLLER] starting the match
2023-03-10 22:59:15,965 [INFO   ] [EXECUTION] starting execution server: host=127.0.0.1 port=12345
2023-03-10 22:59:15,965 [INFO   ] [INFORMATION] starting information publisher: type=mmap name=info.dat
2023-03-10 22:59:15,971 [INFO   ] [HEADS_UP] starting heads-up display server: host=127.0.0.1 port=12347
2023-03-10 22:59:15,971 [INFO   ] [INFORMATION] information channel established
2023-03-10 22:59:16,716 [INFO   ] [CONNECTION] fd=26 connection established: peer=127.0.0.1:57670
2023-03-10 22:59:16,718 [INFO   ] [EXECUTION] fd=26 'TraderOne' is ready!
2023-03-10 22:59:18,715 [INFO   ] [CONNECTION] fd=27 connection established: peer=127.0.0.1:57671
2023-03-10 22:59:20,978 [INFO   ] [CONTROLLER] market open
2023-03-10 22:59:20,984 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=0.005566 client_order_id=1 message='0 is not a valid price'
2023-03-10 22:59:41,447 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=20.468219 client_order_id=26 message='%d is not a valid volume'
2023-03-10 22:59:42,958 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=21.978863 client_order_id=28 message='%d is not a valid volume'
2023-03-10 22:59:43,267 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=22.287895 client_order_id=30 message='%d is not a valid volume'
2023-03-10 22:59:43,466 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=22.486025 client_order_id=32 message='%d is not a valid volume'
2023-03-10 22:59:43,711 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=22.730586 client_order_id=34 message='%d is not a valid volume'
2023-03-10 22:59:45,730 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=24.751599 client_order_id=36 message='%d is not a valid volume'
2023-03-10 22:59:46,017 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=25.037980 client_order_id=38 message='%d is not a valid volume'
2023-03-10 22:59:46,279 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=25.300154 client_order_id=40 message='%d is not a valid volume'
2023-03-10 22:59:51,693 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=30.714019 client_order_id=42 message='%d is not a valid volume'
2023-03-10 22:59:51,955 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=30.974842 client_order_id=44 message='%d is not a valid volume'
2023-03-10 22:59:52,193 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=31.214872 client_order_id=46 message='%d is not a valid volume'
2023-03-10 23:00:17,991 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=57.011560 client_order_id=48 message='%d is not a valid volume'
2023-03-10 23:00:18,272 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=57.293136 client_order_id=50 message='%d is not a valid volume'
2023-03-10 23:00:18,449 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=57.470936 client_order_id=52 message='%d is not a valid volume'
2023-03-10 23:00:18,714 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=57.735055 client_order_id=54 message='%d is not a valid volume'
2023-03-10 23:00:18,974 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=57.995391 client_order_id=56 message='%d is not a valid volume'
2023-03-10 23:00:19,226 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=58.247681 client_order_id=58 message='%d is not a valid volume'
2023-03-10 23:00:19,480 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=58.500056 client_order_id=60 message='%d is not a valid volume'
2023-03-10 23:00:19,755 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=58.776472 client_order_id=62 message='%d is not a valid volume'
2023-03-10 23:00:20,026 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=59.045750 client_order_id=64 message='%d is not a valid volume'
2023-03-10 23:00:20,208 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=59.229587 client_order_id=66 message='%d is not a valid volume'
2023-03-10 23:00:20,457 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=59.477918 client_order_id=68 message='%d is not a valid volume'
2023-03-10 23:00:20,761 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=59.782639 client_order_id=70 message='%d is not a valid volume'
2023-03-10 23:00:21,025 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=60.045422 client_order_id=72 message='%d is not a valid volume'
2023-03-10 23:00:21,231 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=60.252394 client_order_id=74 message='%d is not a valid volume'
2023-03-10 23:00:21,456 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=60.477345 client_order_id=76 message='%d is not a valid volume'
2023-03-10 23:00:21,765 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=60.784065 client_order_id=78 message='%d is not a valid volume'
2023-03-10 23:00:21,995 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.016756 client_order_id=80 message='%d is not a valid volume'
2023-03-10 23:00:22,230 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.251250 client_order_id=82 message='%d is not a valid volume'
2023-03-10 23:00:22,524 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.544551 client_order_id=84 message='%d is not a valid volume'
2023-03-10 23:00:22,751 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.772178 client_order_id=86 message='%d is not a valid volume'
2023-03-10 23:00:22,973 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=61.993846 client_order_id=88 message='%d is not a valid volume'
2023-03-10 23:00:23,213 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=62.231284 client_order_id=90 message='%d is not a valid volume'
2023-03-10 23:00:23,433 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=62.454761 client_order_id=92 message='%d is not a valid volume'
